## [iView]
## Converted from:	D:\MatlabFiles\Eyetracking&Matlab\SampleScript\Data\Pilot_CvS_23.idf
## Date:	23.02.2011 12:33:28
## Version:	IDF Converter 3.0.9
## Sample Rate:	1250
## [Run]
## Subject:	test                                                                                                                                                                                                                                                            
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	13-point
## Calibration Area:	1280	1024
## [Geometry]
## Stimulus Dimension [mm]:	300	200
## Head Distance [mm]:	500
## [Hardware Setup]
## [Presentation]
## Number of Samples:	23258                                                                                                                                                                                                                                                           
## Reversed:	none
## Format:	RIGHT, RAW, DIAMETER, CR, POR, QUALITY, MSG
## 
Time	Type	Trial	R Raw X [px]	R Raw Y [px]	R Dia X [px]	R Dia Y [px]	R CR1 X [px]	R CR1 Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency
533623015463	SMP	2	132.27	47.38	33.00	31.00	141.10	55.83	612.72	277.87	0	1020
533623016263	SMP	2	132.33	47.32	32.00	31.00	141.07	55.86	614.80	276.06	0	1002
533623017065	SMP	2	132.21	47.38	32.00	31.00	141.12	55.86	612.24	276.17	0	1016
533623017864	SMP	2	132.35	47.33	32.00	31.00	141.10	55.83	614.90	276.00	0	1001
533623018665	SMP	2	132.32	47.34	32.00	31.00	141.11	55.82	614.74	276.21	0	1013
533623019464	SMP	2	132.29	47.35	33.00	31.00	141.10	55.81	614.41	277.00	0	1008
533623020264	SMP	2	132.26	47.37	31.00	31.00	141.09	55.79	613.95	278.17	0	1014
533623021064	SMP	2	132.30	47.30	32.00	31.00	141.11	55.83	613.72	277.02	0	1019
533623021864	SMP	2	132.22	47.34	32.00	31.00	141.11	55.82	612.27	276.98	0	1020
533623022665	SMP	2	132.25	47.40	32.00	31.00	141.07	55.80	612.43	278.32	0	1002
533623023464	SMP	2	132.29	47.28	32.00	31.00	141.09	55.81	613.10	276.66	0	1021
533623024265	SMP	2	132.27	47.29	32.00	31.00	141.10	55.83	613.09	275.54	0	1005
533623025064	SMP	2	132.25	47.36	32.00	32.00	141.12	55.83	612.67	276.05	0	1015
533623025864	SMP	2	132.21	47.33	33.00	31.00	141.11	55.77	611.21	276.97	0	1002
533623026664	SMP	2	132.22	47.40	31.00	32.00	141.12	55.78	610.11	279.11	0	1013
533623027463	SMP	2	132.23	47.35	33.00	31.00	141.10	55.79	610.19	279.34	0	1003
533623028265	SMP	2	132.25	47.34	32.00	32.00	141.07	55.82	611.35	278.52	0	1018
533623029064	SMP	2	132.25	47.33	32.00	31.00	141.07	55.83	612.52	277.35	0	1028
533623029865	SMP	2	132.26	47.34	31.00	32.00	141.07	55.79	613.24	277.32	0	1027
533623030664	SMP	2	132.17	47.35	32.00	31.00	141.08	55.77	611.66	278.14	0	1002
533623031464	SMP	2	132.28	47.30	33.00	31.00	141.09	55.78	612.47	277.93	0	1015
533623032264	SMP	2	132.27	47.34	32.00	31.00	141.09	55.82	612.80	277.74	0	1004
533623033069	SMP	2	132.25	47.24	31.00	31.00	141.10	55.78	612.51	276.20	0	1014
533623033864	SMP	2	132.32	47.24	31.00	31.00	141.13	55.75	613.16	275.66	0	1001
533623034665	SMP	2	132.30	47.30	31.00	31.00	141.09	55.80	613.84	275.71	0	1013
533623035463	SMP	2	132.33	47.33	32.00	31.00	141.10	55.75	614.83	277.14	0	1026
533623036265	SMP	2	132.28	47.25	33.00	31.00	141.10	55.76	614.73	276.76	0	1017
533623037065	SMP	2	132.29	47.30	32.00	31.00	141.10	55.75	614.63	277.42	0	1007
533623037864	SMP	2	132.24	47.36	31.00	31.00	141.09	55.74	613.49	279.06	0	1013
533623038663	SMP	2	132.27	47.25	31.00	31.00	141.10	55.76	613.01	277.77	0	1003
533623039465	SMP	2	132.21	47.31	31.00	31.00	141.08	55.76	612.17	278.18	0	1013
533623040264	SMP	2	132.21	47.31	31.00	31.00	141.04	55.74	612.13	278.44	0	1001
533623041064	SMP	2	132.24	47.33	32.00	31.00	141.06	55.77	612.53	278.38	0	1018
533623041864	SMP	2	132.31	47.19	32.00	31.00	141.11	55.75	613.39	276.35	0	1005
533623042663	SMP	2	132.22	47.28	32.00	31.00	141.07	55.77	613.06	276.16	0	1015
533623043463	SMP	2	132.22	47.30	31.00	33.00	141.10	55.74	612.10	277.04	0	1002
533623044264	SMP	2	132.27	47.29	31.00	32.00	141.06	55.75	612.94	277.40	0	1015
533623045064	SMP	2	132.13	47.31	31.00	31.00	141.09	55.75	610.04	278.32	0	999
533623045864	SMP	2	132.22	47.27	32.00	32.00	141.07	55.72	611.00	278.48	0	1020
533623046663	SMP	2	132.17	47.34	32.00	31.00	141.08	55.75	609.83	279.05	0	1004
533623047465	SMP	2	132.27	47.26	32.00	31.00	141.06	55.72	611.91	278.72	0	1012
533623048263	SMP	2	132.26	47.17	32.00	31.00	141.06	55.76	613.47	275.51	0	1001
533623049064	SMP	2	132.30	47.27	32.00	31.00	141.08	55.71	614.59	276.79	0	1015
533623049863	SMP	2	132.19	47.27	32.00	31.00	141.05	55.73	613.96	277.08	0	1023
533623050664	SMP	2	132.22	47.27	31.00	31.00	141.05	55.75	613.48	277.12	0	1021
533623051464	SMP	2	132.29	47.17	32.00	31.00	141.09	55.71	613.76	276.24	0	1001
533623052263	SMP	2	132.33	47.23	33.00	31.00	141.09	55.73	614.88	275.74	0	1015
533623053064	SMP	2	132.16	47.27	31.00	31.00	141.03	55.71	613.61	276.65	0	999
533623053864	SMP	2	132.22	47.25	31.00	31.00	141.07	55.72	612.92	277.04	0	1013
533623054664	SMP	2	132.24	47.26	31.00	31.00	141.04	55.71	613.24	277.65	0	1003
533623055464	SMP	2	132.24	47.19	31.00	30.00	141.04	55.70	613.54	276.88	0	1017
533623056264	SMP	2	132.20	47.23	31.00	31.00	141.05	55.68	613.18	277.13	0	999
533623057064	SMP	2	132.28	47.16	32.00	31.00	141.04	55.66	614.48	276.68	0	1017
533623057863	SMP	2	132.26	47.17	31.00	32.00	141.03	55.70	615.14	275.87	0	1003
533623058664	SMP	2	132.27	47.22	32.00	31.00	141.00	55.71	616.45	275.90	0	1014
533623059463	SMP	2	132.15	47.23	32.00	31.00	141.03	55.70	614.28	276.16	0	1008
533623060264	SMP	2	132.18	47.26	33.00	32.00	141.03	55.68	612.96	277.44	0	1018
533623061064	SMP	2	132.15	47.21	31.00	31.00	141.02	55.70	611.76	277.37	0	1020
533623061865	SMP	2	132.14	47.19	31.00	31.00	141.02	55.70	611.12	276.73	0	1016
533623062664	SMP	2	132.24	47.17	32.00	32.00	141.02	55.70	612.70	275.71	0	1003
533623063465	SMP	2	132.25	47.17	31.00	31.00	141.02	55.70	614.42	274.88	0	1019
533623064263	SMP	2	132.16	47.16	33.00	32.00	141.01	55.65	613.79	275.26	0	1007
533623065065	SMP	2	132.17	47.20	32.00	31.00	140.99	55.70	613.80	275.56	0	1013
533623065864	SMP	2	132.26	47.21	32.00	33.00	141.00	55.69	615.14	276.19	0	1017
533623066663	SMP	2	132.20	47.12	33.00	31.00	141.01	55.64	614.80	275.95	0	1019
533623067464	SMP	2	132.22	47.13	32.00	31.00	140.99	55.63	615.63	275.90	0	1001
533623068263	SMP	2	132.11	47.21	31.00	33.00	140.99	55.62	613.33	277.49	0	1018
533623069062	SMP	2	132.15	47.19	32.00	31.00	141.00	55.56	612.44	279.69	0	1005
533623069865	SMP	2	132.18	47.11	32.00	31.00	140.98	55.57	613.19	279.40	0	1016
533623070663	SMP	2	132.11	47.09	31.00	32.00	140.97	55.49	612.37	280.01	0	1001
533623071464	SMP	2	132.09	47.10	32.00	32.00	140.95	55.51	612.15	280.09	0	1017
533623072264	SMP	2	132.08	47.12	32.00	31.00	140.95	55.47	611.60	281.15	0	1007
533623073064	SMP	2	132.10	47.08	32.00	32.00	140.93	55.38	611.71	283.03	0	1019
533623073863	SMP	2	132.12	47.06	32.00	31.00	140.93	55.38	612.59	283.85	0	1020
533623074663	SMP	2	132.11	47.05	33.00	31.00	140.93	55.41	613.18	283.52	0	1020
533623075465	SMP	2	132.02	47.10	31.00	31.00	140.91	55.34	612.10	285.39	0	1000
533623076265	SMP	2	132.04	47.16	31.00	31.00	140.90	55.32	611.56	288.65	0	1015
533623077063	SMP	2	132.06	47.09	32.00	31.00	140.91	55.29	611.26	289.60	0	1006
533623077864	SMP	2	131.95	47.17	31.00	31.00	140.90	55.27	609.34	292.02	0	1014
533623078663	SMP	2	132.00	47.13	32.00	31.00	140.91	55.25	608.92	293.02	0	1037
533623079464	SMP	2	132.00	47.14	32.00	32.00	140.90	55.20	608.71	294.61	0	1033
533623080263	SMP	2	131.91	47.14	32.00	31.00	140.94	55.23	605.90	295.14	0	1011
533623081065	SMP	2	131.90	47.24	31.00	31.00	140.91	55.18	604.66	298.46	0	1014
533623081862	SMP	2	131.90	47.18	33.00	32.00	140.87	55.13	604.60	300.11	0	1007
533623082664	SMP	2	131.89	47.21	32.00	31.00	140.85	55.18	605.01	300.66	0	1015
533623083464	SMP	2	131.86	47.25	32.00	31.00	140.81	55.14	605.90	302.27	0	1019
533623084265	SMP	2	131.84	47.31	32.00	31.00	140.80	55.14	606.10	304.37	0	1019
533623085064	SMP	2	131.75	47.29	32.00	31.00	140.76	55.10	604.98	306.38	0	1001
533623085864	SMP	2	131.68	47.38	32.00	31.00	140.76	55.11	602.32	309.18	0	1020
533623086664	SMP	2	131.67	47.33	32.00	31.00	140.71	55.11	601.75	309.82	0	999
533623087463	SMP	2	131.66	47.36	32.00	31.00	140.71	55.13	601.21	310.32	0	1013
533623088263	SMP	2	131.65	47.34	32.00	31.00	140.69	55.14	601.31	309.97	0	1002
533623089064	SMP	2	131.51	47.34	32.00	30.00	140.67	55.09	599.11	310.09	0	1017
533623089864	SMP	2	131.48	47.38	31.00	31.00	140.62	55.08	597.67	311.56	0	998
533623090664	SMP	2	131.40	47.36	31.00	31.00	140.58	55.00	596.12	313.93	0	1018
533623091463	SMP	2	131.36	47.32	32.00	31.00	140.56	54.99	594.68	314.75	0	1002
533623092263	SMP	2	131.24	47.38	31.00	31.00	140.53	54.97	592.02	316.65	0	1012
533623093063	SMP	2	131.19	47.35	31.00	31.00	140.49	54.93	590.01	318.04	0	1020
533623093864	SMP	2	131.20	47.33	31.00	31.00	140.45	54.91	590.12	318.63	0	1019
533623094664	SMP	2	131.10	47.16	31.00	33.00	140.37	54.86	589.96	316.77	0	1010
533623095465	SMP	2	131.13	46.96	31.00	33.00	140.34	54.87	591.25	307.82	0	1016
533623096263	SMP	2	131.01	46.83	31.00	32.00	140.25	54.84	591.97	302.12	0	1004
533623097062	SMP	2	130.92	46.81	31.00	32.00	140.19	54.80	591.42	300.82	0	1019
533623097863	SMP	2	130.99	47.01	31.00	30.00	140.11	54.80	594.20	305.07	0	1008
533623098663	SMP	2	130.78	47.44	31.00	30.00	140.02	54.71	592.90	333.33	0	1003
533623099463	SMP	2	130.74	47.75	30.00	28.00	139.96	54.54	592.88	355.96	0	1022
533623100265	SMP	2	130.64	48.16	31.00	27.00	139.90	54.25	591.96	389.77	0	1016
533623101063	SMP	2	130.48	48.73	32.00	26.00	139.89	54.12	587.62	422.50	0	1022
533623101864	SMP	2	130.25	49.37	31.00	24.00	139.82	54.01	579.69	458.25	0	999
533623102664	SMP	2	130.12	50.06	30.00	23.00	139.78	53.90	575.10	497.19	0	1013
533623103461	SMP	2	129.82	50.75	31.00	22.00	139.78	53.87	562.06	531.72	0	1007
533623104263	SMP	2	129.60	51.59	30.00	20.00	139.68	53.74	556.59	579.09	0	1013
533623105062	SMP	2	128.96	52.47	29.00	18.00	139.69	53.65	523.09	626.08	0	1000
533623105864	SMP	2	128.19	53.33	22.00	17.00	139.68	53.48	486.43	676.59	0	1004
533623106664	SMP	2	128.40	54.11	22.00	16.00	139.64	53.42	496.99	718.20	0	990
533623107464	SMP	2	128.60	54.90	22.00	15.00	139.77	53.53	501.30	752.19	0	1006
533623108267	SMP	2	129.00	55.59	21.00	14.00	139.47	53.60	537.94	783.15	0	987
533623109064	SMP	2	129.22	56.40	21.00	12.00	139.55	53.70	541.97	819.24	0	997
533623109863	SMP	2	129.87	57.20	19.00	11.00	139.71	53.68	567.86	860.20	0	984
533623110663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	950
533623111465	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533623112264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	951
533623113064	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	924
533623113862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623114663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623115463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	937
533623116264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	921
533623117065	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623117862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	921
533623118663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623119463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623120263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623121063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	929
533623121864	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623122662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	921
533623123464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623124264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623125064	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623125863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	937
533623126663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623127463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623128263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533623129064	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623129862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	937
533623130663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623131464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623132263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	935
533623133063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623133863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623134663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	936
533623135462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623136264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623137062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623137863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623138662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623139464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623140263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623141062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623141863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623142663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623143463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623144263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623145064	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	942
533623145863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623146663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623147463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	923
533623148264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623149063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623149863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623150663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623151463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623152263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	922
533623153063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623153862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623154663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	929
533623155462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	917
533623156262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623157062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623157863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623158662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623159463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623160263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623161063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	936
533623161863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623162664	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623163462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623164263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623165063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623165863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623166662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	921
533623167464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623168263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623169063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533623169863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	923
533623170664	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623171463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623172263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623173062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623173864	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533623174661	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623175463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623176263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	927
533623177069	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533623177869	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623178664	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	949
533623179464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623180263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623181063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623181863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623182662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	924
533623183467	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	926
533623184263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	917
533623185063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623185863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623186663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623187462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623188262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623189063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623189863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623190663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	917
533623191463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623192264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	917
533623193062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623193862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	919
533623194663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	932
533623195462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	920
533623196264	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623197061	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	918
533623197862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	931
533623198662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	935
533623199462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533623200262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	926
533623201063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623201862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	922
533623202663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623203464	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	937
533623204262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	935
533623205063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	927
533623205863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	933
533623206663	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	936
533623207463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	935
533623208263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	921
533623209062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	938
533623209863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	926
533623210664	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	936
533623211463	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	924
533623212263	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	937
533623213062	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533623213863	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	942
533623214662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	927
533623215462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623216262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	927
533623217063	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623217862	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533623218662	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	944
533623219462	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	929
533623220262	SMP	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533623221061	SMP	2	130.59	55.44	18.00	11.00	140.49	52.93	565.91	809.41	0	998
533623221863	SMP	2	130.42	55.05	18.00	11.00	140.51	52.96	560.07	789.03	0	994
533623222662	SMP	2	130.38	54.70	18.00	13.00	140.63	53.02	552.20	768.16	0	986
533623223462	SMP	2	130.14	54.41	19.00	11.00	140.76	53.05	531.29	753.82	0	997
533623224262	SMP	2	129.96	54.24	18.00	13.00	140.83	53.08	520.49	744.67	0	984
533623225062	SMP	2	129.94	53.84	19.00	13.00	140.75	53.11	520.98	720.78	0	994
533623225862	SMP	2	129.75	53.59	19.00	14.00	140.74	53.10	515.68	711.19	0	983
533623226663	SMP	2	129.64	53.31	20.00	14.00	140.74	53.18	510.04	692.28	0	1000
533623227463	SMP	2	129.59	53.07	20.00	15.00	140.66	53.26	508.48	676.83	0	1026
533623228263	SMP	2	129.54	52.87	20.00	14.00	140.55	53.24	508.61	669.29	0	1012
533623229061	SMP	2	129.35	52.63	20.00	15.00	140.50	53.25	506.02	656.93	0	991
533623229863	SMP	2	129.24	52.22	21.00	16.00	140.55	53.30	498.22	631.58	0	1000
533623230662	SMP	2	129.16	52.13	21.00	16.00	140.53	53.34	494.02	627.30	0	1009
533623231463	SMP	2	129.16	51.77	21.00	16.00	140.51	53.36	492.82	607.52	0	1004
533623232262	SMP	2	129.17	51.66	21.00	16.00	140.49	53.37	492.57	602.95	0	992
533623233062	SMP	2	129.21	51.21	22.00	17.00	140.49	53.43	493.30	576.35	0	1001
533623233862	SMP	2	129.29	51.03	23.00	17.00	140.45	53.42	496.58	570.12	0	991
533623234663	SMP	2	128.93	50.79	23.00	17.00	140.45	53.43	485.51	558.23	0	1002
533623235462	SMP	2	129.09	50.56	23.00	17.00	140.42	53.45	491.04	546.48	0	989
533623236263	SMP	2	130.96	50.05	32.00	18.00	140.38	53.44	585.21	518.99	0	1017
533623237062	SMP	2	131.14	49.80	33.00	18.00	140.39	53.51	589.96	504.92	0	1001
533623237861	SMP	2	131.27	49.70	32.00	18.00	140.45	53.55	593.67	499.06	0	1015
533623238661	SMP	2	131.45	49.43	33.00	19.00	140.46	53.53	600.65	487.49	0	1002
533623239463	SMP	2	131.56	49.27	34.00	20.00	140.47	53.55	605.93	479.04	0	1018
533623240261	SMP	2	131.46	49.12	36.00	20.00	140.48	53.60	604.55	469.36	0	1007
533623241063	SMP	2	131.52	48.86	33.00	20.00	140.49	53.67	605.71	452.29	0	1021
533623241862	SMP	2	131.60	48.83	33.00	20.00	140.49	53.69	607.29	449.37	0	1004
533623242662	SMP	2	131.75	48.51	33.00	20.00	140.50	53.71	612.23	433.67	0	1021
533623243462	SMP	2	131.84	48.40	34.00	22.00	140.50	53.71	617.48	428.85	0	1006
