## [iView]
## Converted from:	D:\MatlabFiles\Eyetracking&Matlab\SampleScript\Data\Pilot_CvS_23.idf
## Date:	23.02.2011 12:33:28
## Version:	IDF Converter 3.0.9
## Sample Rate:	1250
## [Run]
## Subject:	test                                                                                                                                                                                                                                                            
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	13-point
## Calibration Area:	1280	1024
## [Geometry]
## Stimulus Dimension [mm]:	300	200
## Head Distance [mm]:	500
## [Hardware Setup]
## [Presentation]
## Number of Samples:	23258                                                                                                                                                                                                                                                           
## Reversed:	none
## Format:	RIGHT, RAW, DIAMETER, CR, POR, QUALITY, MSG
## 
Time	Type	Trial	R Raw X [px]	R Raw Y [px]	R Dia X [px]	R Dia Y [px]	R CR1 X [px]	R CR1 Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency
533629201810	SMP	5	134.62	49.57	29.00	28.00	141.90	53.83	690.17	477.57	0	1011
533629202610	SMP	5	134.64	49.72	29.00	28.00	141.95	53.81	690.02	480.02	0	1044
533629203413	SMP	5	134.69	49.60	28.00	29.00	141.95	53.81	691.07	478.87	0	1037
533629204211	SMP	5	134.57	49.65	29.00	29.00	141.89	53.82	690.40	479.38	0	1045
533629205010	SMP	5	134.59	49.63	29.00	29.00	141.92	53.81	689.73	479.47	0	1035
533629205811	SMP	5	134.60	49.60	29.00	29.00	141.91	53.82	689.59	478.53	0	1035
533629206609	SMP	5	134.61	49.63	28.00	28.00	141.90	53.82	689.90	478.69	0	1013
533629207407	SMP	5	134.65	49.61	29.00	29.00	141.95	53.79	690.10	478.92	0	1049
533629208211	SMP	5	134.64	49.64	29.00	29.00	141.91	53.81	690.71	479.18	0	1049
533629209010	SMP	5	134.58	49.61	29.00	29.00	141.92	53.78	689.86	479.52	0	1049
533629209810	SMP	5	134.55	49.65	29.00	29.00	141.93	53.80	688.11	480.12	0	1032
533629210611	SMP	5	134.67	49.63	29.00	29.00	141.95	53.78	688.93	480.38	0	1024
533629211407	SMP	5	134.56	49.65	29.00	29.00	141.95	53.79	687.48	480.94	0	1040
533629212211	SMP	5	134.61	49.57	29.00	28.00	141.91	53.82	688.67	479.06	0	1049
533629213010	SMP	5	134.66	49.68	29.00	28.00	141.98	53.77	689.21	480.95	0	1032
533629213811	SMP	5	134.56	49.55	29.00	29.00	141.93	53.77	688.20	479.17	0	1041
533629214610	SMP	5	134.52	49.60	28.00	29.00	141.97	53.76	685.93	479.56	0	1036
533629215411	SMP	5	134.56	49.61	28.00	29.00	141.94	53.79	685.52	479.68	0	1037
533629216209	SMP	5	134.61	49.59	29.00	29.00	141.93	53.79	686.71	478.84	0	1039
533629217011	SMP	5	134.64	49.56	28.00	29.00	141.92	53.76	688.95	478.53	0	1049
533629217810	SMP	5	134.58	49.54	29.00	29.00	141.94	53.78	688.58	477.55	0	1034
533629218611	SMP	5	134.56	49.67	29.00	29.00	141.97	53.76	687.17	480.07	0	1040
533629219410	SMP	5	134.58	49.63	28.00	29.00	141.97	53.76	686.18	480.94	0	1008
533629220210	SMP	5	134.60	49.63	29.00	28.00	141.97	53.77	685.97	481.48	0	1045
533629221011	SMP	5	134.57	49.63	29.00	29.00	141.99	53.76	685.28	481.91	0	1035
533629221811	SMP	5	134.59	49.60	29.00	28.00	141.96	53.73	685.87	481.81	0	1043
533629222610	SMP	5	134.56	49.55	29.00	28.00	141.96	53.77	685.66	480.13	0	1037
533629223411	SMP	5	134.64	49.60	29.00	29.00	141.99	53.72	686.41	480.80	0	1046
533629224210	SMP	5	134.63	49.60	29.00	29.00	141.97	53.74	687.32	480.88	0	1023
533629225009	SMP	5	134.65	49.58	29.00	28.00	141.95	53.76	688.67	480.21	0	1050
533629225810	SMP	5	134.62	49.57	29.00	29.00	141.99	53.70	688.22	480.95	0	1036
533629226611	SMP	5	134.68	49.59	28.00	28.00	141.96	53.72	689.53	481.18	0	1040
533629227410	SMP	5	134.53	49.57	28.00	29.00	142.00	53.73	685.65	480.98	0	1035
533629228211	SMP	5	134.55	49.47	28.00	29.00	142.00	53.69	683.92	479.90	0	1008
533629229008	SMP	5	134.58	49.56	29.00	29.00	141.98	53.70	684.29	480.18	0	1009
533629229808	SMP	5	134.68	49.61	28.00	29.00	141.96	53.69	687.43	481.83	0	1059
533629230612	SMP	5	134.63	49.51	29.00	28.00	142.00	53.69	687.34	480.86	0	1034
533629231411	SMP	5	134.71	49.54	29.00	29.00	142.00	53.66	689.15	481.65	0	1047
533629232210	SMP	5	134.68	49.66	28.00	29.00	141.97	53.64	690.02	485.26	0	1031
533629233011	SMP	5	134.55	49.56	29.00	29.00	141.97	53.67	687.37	483.82	0	1032
533629233808	SMP	5	134.74	49.53	29.00	29.00	141.99	53.64	690.03	483.66	0	1041
533629234611	SMP	5	134.66	49.56	29.00	28.00	141.99	53.61	689.16	484.51	0	1045
533629235410	SMP	5	134.65	49.56	29.00	29.00	142.04	53.63	687.57	484.27	0	1032
533629236211	SMP	5	134.70	49.55	29.00	29.00	142.02	53.63	688.36	484.54	0	1040
533629237010	SMP	5	134.74	49.55	29.00	28.00	142.06	53.55	688.56	486.07	0	994
533629237814	SMP	5	134.72	49.61	29.00	29.00	142.05	53.57	688.78	487.81	0	1043
533629238610	SMP	5	134.67	49.59	28.00	29.00	142.09	53.57	687.23	488.58	0	1042
533629239411	SMP	5	134.64	49.61	28.00	29.00	142.09	53.59	685.09	489.18	0	1045
533629240210	SMP	5	134.66	49.56	29.00	29.00	142.13	53.55	683.40	488.89	0	1032
533629241011	SMP	5	134.64	49.55	30.00	29.00	142.12	53.56	682.25	488.31	0	1041
533629241810	SMP	5	134.68	49.58	29.00	29.00	142.13	53.55	682.20	488.66	0	1015
533629242609	SMP	5	134.72	49.54	29.00	28.00	142.19	53.56	682.06	488.13	0	1042
533629243410	SMP	5	134.69	49.64	29.00	28.00	142.21	53.52	681.18	490.78	0	1036
533629244210	SMP	5	134.64	49.53	29.00	29.00	142.20	53.52	679.65	489.81	0	1041
533629245010	SMP	5	134.81	49.49	29.00	29.00	142.20	53.46	682.36	489.70	0	1036
533629245811	SMP	5	134.70	49.56	28.00	28.00	142.23	53.47	680.61	490.90	0	1004
533629246612	SMP	5	134.67	49.52	29.00	29.00	142.25	53.47	678.73	490.56	0	1030
533629247411	SMP	5	134.69	49.67	29.00	28.00	142.26	53.44	677.90	495.04	0	1046
533629248210	SMP	5	134.72	49.59	29.00	29.00	142.26	53.45	677.82	494.99	0	1031
533629249010	SMP	5	134.78	49.54	28.00	29.00	142.27	53.40	679.08	495.25	0	1041
533629249810	SMP	5	134.74	49.55	29.00	29.00	142.29	53.38	679.06	495.87	0	1030
533629250611	SMP	5	134.77	49.56	29.00	29.00	142.30	53.36	679.18	496.47	0	1020
533629251407	SMP	5	134.68	49.52	28.00	28.00	142.35	53.38	675.87	496.16	0	1034
533629252211	SMP	5	134.76	49.57	29.00	27.00	142.32	53.40	676.54	496.29	0	1045
533629253010	SMP	5	134.74	49.55	29.00	29.00	142.32	53.34	676.28	496.98	0	1032
533629253810	SMP	5	134.74	49.49	29.00	29.00	142.34	53.32	676.00	496.82	0	1043
533629254610	SMP	5	134.75	49.61	29.00	28.00	142.35	53.33	676.13	499.01	0	1034
533629255414	SMP	5	134.83	49.58	28.00	28.00	142.34	53.32	677.65	499.87	0	1037
533629256209	SMP	5	134.83	49.52	29.00	28.00	142.36	53.32	678.57	499.34	0	1034
533629257011	SMP	5	134.75	49.54	29.00	28.00	142.37	53.32	677.16	499.09	0	1047
533629257810	SMP	5	134.78	49.66	28.00	29.00	142.39	53.36	676.29	500.10	0	1036
533629258610	SMP	5	134.78	49.60	29.00	28.00	142.41	53.33	675.18	500.65	0	1046
533629259410	SMP	5	134.76	49.62	29.00	29.00	142.44	53.35	673.58	501.35	0	1014
533629260209	SMP	5	134.83	49.59	28.00	29.00	142.41	53.33	674.64	501.29	0	1050
533629261009	SMP	5	134.79	49.65	29.00	28.00	142.42	53.31	674.56	502.41	0	1038
533629261811	SMP	5	134.78	49.56	29.00	30.00	142.42	53.27	674.16	502.57	0	1045
533629262610	SMP	5	134.76	49.57	29.00	28.00	142.45	53.29	673.01	502.35	0	1035
533629263410	SMP	5	134.76	49.58	29.00	29.00	142.42	53.26	672.65	502.91	0	1044
533629264210	SMP	5	134.79	49.68	29.00	28.00	142.45	53.28	672.63	504.87	0	1033
533629265010	SMP	5	134.69	49.59	28.00	29.00	142.44	53.27	670.88	504.58	0	1046
533629265809	SMP	5	134.65	49.66	29.00	29.00	142.44	53.27	668.52	505.83	0	1044
533629266611	SMP	5	134.80	49.68	28.00	28.00	142.44	53.20	671.00	508.28	0	1041
533629267409	SMP	5	134.71	49.66	28.00	28.00	142.44	53.17	669.87	510.20	0	1034
533629268210	SMP	5	134.63	49.64	29.00	28.00	142.45	53.14	667.73	511.63	0	1024
533629269007	SMP	5	134.61	49.70	28.00	28.00	142.46	53.12	665.90	513.74	0	1041
533629269815	SMP	5	134.55	49.76	28.00	28.00	142.45	53.13	663.51	516.27	0	1045
533629270609	SMP	5	134.61	49.63	29.00	28.00	142.47	53.11	662.86	515.39	0	1000
533629271407	SMP	5	134.55	49.68	28.00	29.00	142.44	53.10	662.21	516.03	0	1053
533629272210	SMP	5	134.40	49.61	29.00	29.00	142.43	53.03	658.39	516.25	0	1040
533629273010	SMP	5	134.49	49.67	29.00	29.00	142.45	52.99	658.36	518.16	0	1049
533629273810	SMP	5	134.41	49.61	29.00	29.00	142.40	52.94	657.30	519.70	0	1039
533629274610	SMP	5	134.46	49.48	29.00	29.00	142.37	52.93	658.44	517.75	0	1056
533629275409	SMP	5	134.42	49.30	28.00	30.00	142.34	52.89	659.46	511.90	0	1038
533629276211	SMP	5	134.32	49.21	28.00	30.00	142.32	52.87	658.21	507.67	0	1045
533629277009	SMP	5	134.21	49.22	28.00	28.00	142.26	52.86	656.12	506.52	0	1013
533629277808	SMP	5	134.07	49.35	28.00	29.00	142.16	52.75	653.86	512.83	0	1052
533629278612	SMP	5	133.94	49.72	28.00	27.00	142.12	52.66	650.80	539.49	0	1008
533629279408	SMP	5	133.82	50.22	28.00	26.00	142.04	52.46	648.76	573.68	0	1051
533629280211	SMP	5	133.60	50.74	28.00	24.00	141.97	52.23	644.29	610.55	0	1037
533629281011	SMP	5	133.31	51.41	28.00	22.00	141.89	52.14	634.72	648.06	0	1042
533629281809	SMP	5	133.20	52.19	28.00	22.00	141.78	52.10	632.91	688.30	0	1033
533629282610	SMP	5	132.79	52.99	29.00	21.00	141.59	52.15	625.68	725.56	0	1049
533629283410	SMP	5	132.77	53.79	29.00	19.00	141.27	52.24	633.16	761.10	0	1038
533629284210	SMP	5	132.69	54.55	27.00	18.00	141.47	52.11	623.96	805.96	0	1040
533629285009	SMP	5	132.60	55.40	26.00	17.00	141.21	51.78	628.28	865.83	0	1030
533629285810	SMP	5	132.50	56.10	24.00	15.00	141.15	51.81	627.04	899.65	0	1017
533629286608	SMP	5	132.55	56.86	23.00	14.00	141.29	51.84	623.04	937.07	0	1028
533629287412	SMP	5	132.44	57.55	21.00	12.00	140.69	51.57	638.19	986.48	0	1035
533629288209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	973
533629289010	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	983
533629289809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	968
533629290610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629291408	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629292210	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	971
533629293009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629293810	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	968
533629294609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	935
533629295409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	971
533629296210	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	963
533629297010	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629297810	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	959
533629298610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629299409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	946
533629300208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	972
533629301009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629301810	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629302609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629303410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533629304207	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	959
533629305010	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629305809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629306610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629307409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629308210	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	951
533629309007	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	962
533629309810	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629310609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629311410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629312209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	914
533629313013	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	964
533629313809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629314610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629315409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629316209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	980
533629317009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	953
533629317807	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	982
533629318609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629319410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629320209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629321009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533629321812	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	953
533629322610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629323409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629324210	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629325009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629325809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	950
533629326607	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	959
533629327410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	973
533629328209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	929
533629329006	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	977
533629329810	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	907
533629330606	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	971
533629331409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629332209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629333009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	916
533629333805	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	936
533629334610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	939
533629335409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629336209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	961
533629337009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629337808	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	961
533629338610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629339409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629340209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	971
533629341009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629341809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629342609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629343410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	947
533629344206	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	962
533629345014	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629345809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629346609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629347408	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	958
533629348210	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	965
533629349009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629349809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629350610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	968
533629351409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629352208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	934
533629353008	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629353811	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	958
533629354609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629355409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629356209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629357008	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	955
533629357808	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	976
533629358608	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	958
533629359409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629360209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629361009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	945
533629361807	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	913
533629362607	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	974
533629363408	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	958
533629364209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	967
533629365009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629365809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	959
533629366606	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	976
533629367409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629368208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629369009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629369809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	944
533629370607	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	981
533629371409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	973
533629372209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629373008	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629373809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629374609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	945
533629375407	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	971
533629376208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	957
533629377009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629377808	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	928
533629378606	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	975
533629379410	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629380209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	973
533629381008	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629381809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	962
533629382610	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629383409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	945
533629384208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	974
533629385008	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	960
533629385809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	970
533629386609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	959
533629387409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	930
533629388212	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	956
533629389009	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	977
533629389808	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	963
533629390609	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	973
533629391408	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	965
533629392209	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	958
533629393006	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	969
533629393809	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629394608	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	966
533629395409	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	976
533629396208	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	922
533629397012	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	944
533629397805	SMP	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	979
533629398609	SMP	5	135.04	57.16	20.00	10.00	142.56	51.92	680.96	948.39	0	1047
533629399408	SMP	5	134.51	56.75	19.00	11.00	142.40	52.14	665.46	916.19	0	1019
533629400210	SMP	5	134.18	56.61	19.00	11.00	142.40	52.50	650.16	890.80	0	1027
533629401008	SMP	5	134.19	56.25	22.00	12.00	142.28	52.46	654.88	875.58	0	1006
533629401808	SMP	5	134.02	56.06	20.00	12.00	142.26	52.33	650.39	872.68	0	1034
533629402609	SMP	5	133.70	55.82	21.00	12.00	142.37	52.30	627.50	864.17	0	1027
533629403409	SMP	5	133.67	55.43	23.00	13.00	142.36	52.28	626.55	842.98	0	1033
533629404208	SMP	5	133.58	55.19	22.00	14.00	142.33	52.37	625.24	826.85	0	1026
533629405010	SMP	5	133.15	54.82	21.00	16.00	142.30	52.42	604.82	804.20	0	986
533629405804	SMP	5	132.97	54.66	22.00	15.00	142.34	52.40	595.35	799.62	0	1029
533629406609	SMP	5	133.32	54.24	26.00	15.00	142.41	52.39	604.79	776.66	0	1043
533629407408	SMP	5	133.29	54.11	27.00	15.00	142.38	52.40	605.73	771.94	0	1029
533629408209	SMP	5	132.77	53.74	22.00	17.00	142.47	52.43	577.01	750.14	0	1035
533629409008	SMP	5	132.58	53.39	21.00	17.00	142.47	52.49	569.49	729.67	0	1026
533629409810	SMP	5	132.51	53.28	20.00	18.00	142.34	52.51	569.94	725.26	0	1015
533629410606	SMP	5	132.79	52.88	22.00	17.00	142.30	52.59	581.85	698.99	0	1030
533629411409	SMP	5	132.58	52.68	22.00	18.00	142.34	52.62	572.64	690.31	0	1045
533629412208	SMP	5	132.71	52.42	22.00	19.00	142.36	52.67	576.82	673.82	0	1028
533629413009	SMP	5	132.74	52.20	22.00	19.00	142.29	52.73	580.00	660.58	0	1036
533629413808	SMP	5	132.49	51.86	21.00	20.00	142.32	52.76	572.19	640.88	0	1029
533629414609	SMP	5	133.90	51.51	28.00	20.00	142.32	52.79	638.34	622.37	0	1044
533629415408	SMP	5	134.02	51.31	28.00	21.00	142.28	52.83	643.10	611.53	0	1039
533629416209	SMP	5	134.12	50.99	30.00	21.00	142.24	52.84	649.04	594.53	0	1054
533629417008	SMP	5	134.29	50.91	29.00	21.00	142.25	52.89	656.24	589.01	0	1038
533629417809	SMP	5	134.36	50.68	29.00	21.00	142.23	52.96	661.29	574.21	0	1045
533629418608	SMP	5	134.51	50.43	29.00	21.00	142.24	52.95	667.55	562.70	0	1016
533629419407	SMP	5	134.54	50.19	29.00	22.00	142.27	52.93	669.23	552.40	0	1050
533629420208	SMP	5	134.64	49.94	30.00	22.00	142.33	52.92	670.89	540.53	0	1041
533629421009	SMP	5	134.72	49.91	29.00	22.00	142.33	52.93	673.41	537.18	0	1044
533629421808	SMP	5	134.72	49.63	29.00	22.00	142.32	52.92	674.80	525.47	0	1039
533629422609	SMP	5	134.72	49.45	29.00	23.00	142.33	52.97	675.49	514.10	0	1048
533629423408	SMP	5	134.80	49.28	29.00	23.00	142.32	52.99	677.29	505.22	0	1039
533629424209	SMP	5	134.73	49.18	29.00	23.00	142.32	53.02	677.07	499.17	0	1051
533629425008	SMP	5	134.96	49.00	29.00	24.00	142.33	53.01	682.40	491.00	0	1044
533629425809	SMP	5	134.83	48.83	30.00	24.00	142.32	53.01	681.14	482.55	0	1048
533629426608	SMP	5	134.93	48.73	31.00	24.00	142.31	53.03	684.00	476.63	0	1042
533629427409	SMP	5	134.80	48.75	29.00	24.00	142.34	53.04	681.13	475.42	0	1024
533629428206	SMP	5	134.80	48.60	28.00	25.00	142.33	53.06	679.44	470.26	0	1050
533629429014	SMP	5	134.96	48.58	29.00	25.00	142.33	53.07	682.85	466.90	0	1048
